"pdes","name","H","a","e","i","om","w","ma"
"2024 TN1",,19.30,2.602,0.6580,30.74,217.33,225.77,85.35
"2024 TO1",,25.52,2.306,0.5458,2.50,24.28,8.98,354.46
"2024 TP1",,27.40,1.227,0.2652,10.72,193.25,111.18,40.80
"2024 TQ1",,26.26,1.643,0.3774,4.88,352.43,47.40,346.74
"2024 TR1",,20.20,1.376,0.7660,29.99,170.38,337.10,183.49
"2024 TS1",,27.71,1.477,0.3561,8.10,6.56,318.71,20.87
"2024 TT1",,22.60,1.54,0.3465,6.32,77.28,3.59,179.89
"2024 TU1",,26.07,2.455,0.5953,2.64,206.21,189.77,100.34
"2024 TV1",,24.85,1.459,0.2952,2.65,299.34,120.99,203.22
"2024 TW1",,25.78,1.382,0.2969,16.02,14.78,42.78,224.92
"2024 TX1",,23.37,1.873,0.3293,11.59,214.56,148.16,162.45
"2024 TY1",,23.84,0.8175,0.2907,15.66,189.73,357.38,21.57
"2024 TZ1",,23.60,1.886,0.6250,2.33,130.02,331.60,338.59
"2024 TA2",,25.88,1.51,0.4666,14.25,192.10,105.12,28.90
"2024 TB2",,24.88,0.8732,0.1521,1.17,17.45,170.82,325.11
"2024 TC2",,26.54,1.152,0.2624,8.60,196.54,255.45,275.90
"2024 TD2",,27.34,2.575,0.5996,4.15,193.07,177.06,0.27
"2024 TE2",,25.44,1.334,0.2330,15.67,16.02,33.15,241.71
"2024 TF2",,25.14,1.947,0.4457,1.19,231.39,173.72,138.89
"2024 TH2",,21.86,1.992,0.4328,21.23,210.92,184.16,136.28
"2024 TJ2",,27.02,2.007,0.5564,1.75,356.82,66.93,346.66
"2024 TK2",,25.25,0.9098,0.4205,17.53,195.95,307.91,21.93
"2024 TL2",,30.76,1.133,0.3102,2.43,192.22,266.55,284.32
"2024 TM2",,28.19,1.259,0.2597,1.59,202.84,225.67,253.07
"2024 TN2",,25.31,1.127,0.6991,7.00,8.14,136.30,313.54
"2024 TO2",,26.00,1.064,0.1325,29.15,191.68,264.92,299.53
"2024 TP2",,26.14,1.345,0.2415,16.57,13.65,339.27,271.95
"2024 TQ2",,25.17,1.618,0.3497,4.61,205.96,204.04,180.43
"2024 TR2",,25.48,1.925,0.5103,12.10,11.01,46.40,138.18
"2024 TS2",,26.97,1.445,0.5141,6.99,191.45,96.96,263.56
"2024 TT2",,26.67,1.744,0.5948,5.03,190.99,103.04,196.90
"2024 TU2",,26.68,1.624,0.3690,2.28,6.14,28.69,186.40
"2024 TV2",,27.17,1.144,0.1506,2.43,355.39,323.30,11.50
"2024 TW2",,28.66,2.064,0.6507,4.27,192.84,254.48,121.24
"2024 TX2",,23.86,1.044,0.2770,24.02,200.71,288.68,293.28
"2024 TY2",,23.45,1.495,0.2451,31.02,191.31,162.50,7.37
"2024 TA3",,26.72,0.8687,0.2549,9.47,10.36,151.12,11.03
"2024 TC3",,27.33,2.122,0.5671,3.47,13.82,314.02,11.22
"2024 TD3",,25.15,1.641,0.4008,11.88,18.82,24.21,180.97
"2024 TE3",,26.27,1.564,0.3808,1.77,26.41,314.29,14.63
"2024 TG3",,25.24,1.495,0.2480,14.43,197.66,170.11,1.58
"2024 TH3",,26.59,1.318,0.2571,10.63,195.19,221.38,332.06
"2024 TJ3",,22.77,1.947,0.6356,6.54,311.96,331.68,171.13
"2024 TK3",,26.47,1.967,0.5475,3.96,188.45,237.39,345.49
"2024 TL3",,30.34,2.696,0.7308,1.46,12.56,289.14,9.43
"2024 TM3",,31.31,1.573,0.5765,2.43,12.04,85.42,180.40
"2024 TN3",,20.76,1.802,0.5519,4.65,241.14,219.93,339.03
"2024 TO3",,25.49,1.316,0.1808,14.02,192.68,163.94,11.32
"2024 TP3",,24.99,2.845,0.6447,1.09,23.83,33.33,352.58
"2024 TQ3",,23.57,1.949,0.4274,11.95,25.43,17.56,139.91
"2024 TR3",,25.48,1.282,0.1821,24.14,11.33,330.81,20.75
"2024 TT3",,27.36,1.464,0.2958,10.42,192.92,198.36,349.59
"2024 TU3",,28.13,1.978,0.4970,6.87,190.23,169.97,149.50
"2024 TV3",,26.48,2.26,0.5367,4.81,7.81,357.88,1.30
"2024 TW3",,25.98,1.512,0.4243,5.68,13.99,291.98,29.21
"2024 TX3",,24.77,1.684,0.3655,15.85,15.18,331.36,12.19
"2024 TY3",,26.66,1.354,0.6452,2.36,183.70,77.74,33.97
"2024 TZ3",,25.24,2.411,0.5678,11.90,200.42,160.92,2.41
"2024 TA4",,22.52,1.98,0.4022,42.08,198.89,162.81,152.33
"2024 TB4",,25.23,1.4,0.2674,29.23,192.59,181.38,359.57
"2024 TG4",,22.53,2.664,0.5278,7.07,23.80,315.45,103.65
"2024 TH4",,22.42,2.117,0.7706,7.56,67.21,187.39,21.37
"2024 TN4",,22.59,1.881,0.3581,21.86,190.85,226.83,138.93
"2024 TO4",,27.09,1.288,0.2651,5.01,19.35,46.67,245.61
"2024 TP4",,25.16,1.258,0.1228,14.59,190.21,160.73,17.04
"2024 TQ4",,22.16,1.75,0.4309,5.61,215.97,242.09,132.77
"2024 TR4",,26.88,0.9631,0.1472,28.34,193.91,293.07,330.63
"2024 TW4",,23.31,2.125,0.5351,10.51,198.03,141.89,140.37
"2024 TX4",,23.58,2.802,0.6602,4.46,40.72,34.00,75.72
"2024 TY4",,25.64,2.464,0.5977,5.15,184.88,221.90,353.49
"2024 TZ4",,22.93,2.479,0.5093,2.29,192.49,168.36,110.02
"2024 TB5",,26.54,1.686,0.3782,10.28,15.80,355.86,0.55
"2024 TG5",,27.61,1.762,0.4600,0.29,151.19,259.40,159.91
"2024 TJ5",,21.85,1.685,0.3788,29.95,202.20,125.10,206.48
"2024 TK5",,27.70,2.515,0.6117,3.02,195.60,199.28,97.13
"2024 TL5",,27.59,0.9925,0.0881,10.14,14.24,250.89,147.12
"2024 TM5",,25.23,2.468,0.5808,4.16,347.76,14.82,106.45
"2024 TN5",,27.97,1.146,0.1978,10.56,193.37,245.01,284.00
"2024 TO5",,26.21,2.712,0.6511,1.62,357.16,60.28,352.66
"2024 TT5",,24.64,1.018,0.1531,28.55,16.92,136.28,235.54
"2024 TW5",,27.54,1.276,0.3283,6.50,183.37,116.69,37.96
"2024 TX5",,26.40,1.138,0.1227,11.58,17.60,43.87,295.16
"2024 TY5",,26.49,2.156,0.6080,0.44,61.34,254.92,13.33
"2024 TD6",,29.56,1.133,0.1389,0.79,185.17,149.79,4.80
"2024 TK6",,25.92,1.837,0.5673,27.96,11.88,286.94,20.51
"2024 TM6",,24.52,1.718,0.4078,32.67,14.92,314.52,17.50
"2024 TN6",,27.38,2.345,0.6202,2.28,207.13,116.81,10.22
"2024 TO6",,27.21,1.345,0.5045,15.56,194.41,90.00,293.31
"2024 TP6",,24.25,1.674,0.3380,20.94,201.79,207.87,170.63
"2024 TR6",,24.50,0.8325,0.5752,1.09,342.87,188.26,67.59
"2024 TS6",,24.26,2.186,0.4527,4.72,358.40,40.98,353.34
"2024 TT6",,23.97,2.374,0.5131,6.91,187.22,180.28,4.03
"2024 TU6",,24.92,1.075,0.3148,13.66,22.86,253.46,65.73
"2024 TV6",,23.91,0.9801,0.1389,7.18,182.89,79.82,110.17
"2024 TW6",,23.76,1.461,0.2303,31.05,199.30,148.04,17.78
"2024 TX6",,28.38,1.177,0.3393,4.39,193.66,97.74,2.29
"2024 TY6",,24.50,2.12,0.5093,9.45,222.54,196.38,116.57
"2024 TZ6",,25.34,1.616,0.5322,11.85,6.73,283.08,27.40
"2024 TA7",,27.22,1.361,0.3153,10.68,199.79,224.78,227.49
"2024 TB7",,29.23,1.074,0.2578,6.06,19.47,88.64,298.87
"2024 TD7",,23.25,1.616,0.4553,5.71,43.97,261.89,28.62
"2024 TK7",,24.27,1.634,0.3856,12.09,23.44,326.32,14.17
"2024 TM7",,25.16,0.8087,0.3268,11.27,190.39,348.74,210.34
"2024 TZ7",,28.26,1.695,0.4182,4.01,199.28,199.74,351.35
"2024 TM8",,23.47,1.444,0.4721,33.28,13.72,273.93,35.22
"2024 TO8",,24.64,1.276,0.3044,32.33,16.01,280.61,45.41
"2024 TP8",,26.80,1.554,0.3382,6.46,200.76,166.69,211.32
"2024 TQ8",,22.08,2.026,0.3682,4.37,93.47,301.07,136.20
"2024 TR8",,25.11,1.886,0.4356,11.01,18.70,341.28,160.27
"2024 TS8",,23.05,1.907,0.4503,3.25,79.21,355.94,130.89
"2024 TT8",,25.55,1.63,0.3623,3.30,294.29,98.31,185.28
"2024 TU8",,27.91,1.108,0.3459,1.70,29.25,247.71,58.17
"2024 TV8",,26.34,1.495,0.4522,7.73,16.51,293.47,245.66
"2024 TW8",,27.03,1.648,0.4348,19.18,197.48,220.48,174.06
"2024 TX8",,24.32,1.403,0.2263,23.21,25.21,11.59,347.85
"2024 TO9",,26.66,1.4,0.3572,2.35,186.97,249.49,328.33
"2024 TQ9",,30.76,0.8977,0.2409,1.60,194.10,50.17,220.89
"2024 TR9",,26.63,2.196,0.5318,4.93,24.15,359.11,358.00
"2024 TT9",,24.66,1.243,0.1896,27.38,23.27,47.71,320.69
"2024 TW9",,25.57,0.8815,0.4714,1.50,89.21,148.85,215.31
"2024 TX9",,26.38,0.9519,0.1544,8.05,183.10,52.54,199.91
"2024 TZ9",,23.18,2.479,0.6096,3.56,146.87,297.26,86.85
"2024 TA10",,23.95,1.781,0.3998,7.62,56.04,277.17,188.19
"2024 TB10",,21.56,2.234,0.4390,39.02,14.18,281.16,35.04
"2024 TE10",,23.32,2.528,0.5294,21.10,20.65,30.51,90.64
"2024 TF10",,22.63,2.479,0.5277,26.10,186.80,196.41,0.68
"2024 TL10",,24.53,1.007,0.0890,6.69,171.15,29.14,215.69
"2024 TG11",,26.30,1.133,0.3629,7.67,16.63,263.22,56.67
"2024 TH11",,27.27,3.093,0.7011,3.85,17.17,325.59,78.20
"2024 TK11",,28.33,1.945,0.5723,5.02,196.55,239.87,132.55
"2024 TP11",,25.27,1.608,0.4245,23.80,15.44,315.74,214.25
"2024 TQ11",,23.30,1.714,0.3244,24.29,206.91,165.07,179.53
"2024 TT11",,23.58,1.35,0.1705,23.30,203.21,168.99,255.88
"2024 TU11",,26.01,1.345,0.3729,1.34,3.43,300.10,37.44
"2024 TW11",,26.42,1.815,0.6093,16.89,18.51,78.46,340.30
"2024 TX11",,26.71,1.18,0.1455,10.69,201.03,199.72,294.77
"2024 TY11",,23.82,1.523,0.3275,13.68,215.43,205.96,192.26
"2024 TZ11",,23.54,2.65,0.6810,30.19,199.10,119.84,9.60
"2024 TA12",,29.48,1.286,0.2526,6.63,200.24,216.53,251.09
"2024 TK13",,28.66,1.274,0.3034,2.34,199.23,120.06,310.71
"2024 TN13",,26.31,1.943,0.5956,2.17,217.97,91.60,16.80
"2024 TR13",,24.05,2.488,0.5708,15.64,19.13,334.89,5.44
"2024 TS13",,22.86,1.451,0.1133,28.01,22.17,343.28,240.44
"2024 TT13",,25.12,1.247,0.1436,25.18,16.62,329.96,23.89
"2024 TU13",,22.89,2.653,0.5339,7.57,237.33,174.56,84.96
"2024 TV13",,25.44,2.345,0.5802,7.67,171.12,167.86,7.98
"2024 TW13",,26.40,2.476,0.5851,4.18,182.54,188.84,1.02
"2024 TX13",,24.56,1.066,0.2579,3.06,221.46,269.46,282.06
"2024 TY13",,28.62,1.483,0.6154,7.66,16.57,96.47,330.94
"2024 TP14",,21.25,1.083,0.7001,24.79,223.78,1.99,78.07
"2024 TT14",,22.79,2.259,0.4887,20.25,4.61,70.70,98.55
"2024 TU14",,23.37,1.564,0.2184,13.42,173.15,232.86,188.48
"2024 TX14",,21.20,2.128,0.6269,17.07,41.15,74.12,96.88
"2024 TY14",,21.74,3.076,0.6132,21.60,46.46,305.33,79.36
"2024 TC15",,26.90,1.34,0.3219,10.47,24.08,53.11,226.50
"2024 TC16",,24.66,0.9418,0.2421,5.17,35.51,210.23,185.56
"2024 TD16",,26.61,1.584,0.3678,19.15,17.26,352.67,204.07
"2024 TW16",,26.59,1.292,0.2187,18.02,16.58,333.86,18.75
"2024 TB17",,26.67,1.159,0.1637,12.52,202.58,114.79,45.10
"2024 TP17",,24.21,1.044,0.1133,8.58,29.25,79.74,299.00
"2024 TW17",,21.76,2.09,0.7173,1.15,250.70,248.08,109.51
"2024 TY17",,20.87,1.979,0.7286,21.40,327.32,170.35,113.96
"2024 TK20",,21.36,1.202,0.3121,25.20,56.11,117.96,177.74
"2024 TM20",,27.09,1.356,0.5889,3.94,202.40,280.48,217.62
"2024 TN20",,27.08,2.126,0.5480,2.37,17.28,334.51,135.42
"2024 TS20",,21.69,1.153,0.1685,44.09,26.24,39.49,293.93
"2024 TT20",,21.52,1.868,0.6088,13.58,71.15,210.98,186.11
"2024 TU20",,24.70,0.9661,0.1334,11.64,32.64,193.54,204.42
"2024 TV20",,23.51,1.466,0.3658,20.37,35.96,60.46,188.93
"2024 TW20",,24.41,1.584,0.2922,16.86,206.90,138.50,19.83
"2024 TK21",,25.14,0.8382,0.2185,16.42,199.51,22.18,305.86
"2024 TY21",,27.25,1.941,0.6069,5.81,23.42,71.30,340.85
"2024 TZ21",,21.29,2.287,0.6900,8.36,250.78,41.89,129.87
"2024 TA22",,24.29,1.61,0.3599,13.18,214.86,128.79,210.49
"2024 TB22",,19.19,2.587,0.6475,29.36,24.08,311.60,102.51
"2024 TC22",,24.66,2.371,0.8431,3.43,234.74,256.80,347.26
"2024 TD22",,24.13,1.911,0.5595,4.02,36.15,59.30,128.04
"2024 TK22",,29.95,1.427,0.3832,10.87,201.98,235.12,207.52
"2024 TX23",,25.01,1.327,0.1926,20.65,210.53,193.42,246.90
"2024 TD24",,19.54,2.406,0.5132,22.27,261.18,216.17,77.67
"2024 TU38",,24.39,1.888,0.4518,7.38,37.57,287.60,17.30
"2024 TD44",,23.07,1.362,0.2187,17.42,44.38,288.00,283.63
"2024 TS64",,22.20,3.187,0.6407,10.94,54.15,35.65,56.09
"2024 UA",,26.82,1.396,0.2915,4.69,23.58,21.14,228.19
"2024 UB",,23.83,2.338,0.7015,2.81,201.79,105.66,122.85
"2024 UC",,24.30,1.84,0.4376,10.68,16.49,19.86,356.05
"2024 UD",,24.64,1.478,0.5789,0.26,279.88,7.70,32.97
"2024 UE",,26.46,1.971,0.7245,6.31,210.68,271.53,340.95
"2024 UF",,26.31,2.579,0.7469,6.08,205.67,101.90,104.79
"2024 UG",,26.92,1.162,0.2359,11.67,208.97,113.00,354.48
"2024 UH",,24.36,1.261,0.1676,19.04,207.90,164.95,285.89
"2024 UK",,24.52,2.334,0.5734,9.70,204.74,178.98,110.37
"2024 UL",,23.27,3.237,0.6727,16.61,35.76,339.20,68.88
"2024 UM",,25.11,1.032,0.2567,7.28,33.49,249.96,87.34
"2024 UN",,26.62,1.039,0.1922,24.48,27.76,269.41,77.44
"2024 UO",,25.75,2.385,0.5791,3.13,176.04,180.23,112.95
"2024 UP",,23.06,1.817,0.7488,3.97,278.33,0.86,22.13
"2024 UQ",,32.66,2.168,0.7258,1.71,209.14,267.61,345.78
"2024 UR",,24.34,1.131,0.1320,30.47,29.38,322.19,352.93
"2024 US",,27.96,1.258,0.2843,4.09,30.03,303.00,307.93
"2024 UT",,30.30,1.921,0.5346,4.95,210.62,224.66,133.20
"2024 UU",,25.51,2.248,0.5892,4.52,29.38,320.22,124.31
"2024 UV",,24.97,0.7862,0.4833,2.59,49.87,188.45,307.22
"2024 UW",,27.68,1.233,0.2348,0.70,202.94,242.73,247.44
"2024 UX",,27.86,1.545,0.3477,2.26,208.51,196.19,195.10
"2024 UY",,29.21,2.051,0.5581,1.76,214.81,218.17,121.19
"2024 UZ",,26.14,1.545,0.3329,5.44,223.18,189.56,190.56
"2024 UA1",,24.01,1.648,0.4715,7.07,42.34,287.62,204.67
"2024 UB1",,28.47,0.9147,0.2150,9.15,205.65,53.51,193.15
"2024 UC1",,24.69,2.418,0.6220,1.97,290.81,51.50,10.15
"2024 UD1",,29.39,1.645,0.4138,4.62,209.50,151.51,195.26
"2024 UG1",,23.79,1.466,0.2161,25.72,25.08,32.71,340.13
"2024 UH1",,28.52,1.475,0.3156,8.21,210.41,171.32,220.66
"2024 UJ1",,26.75,1.047,0.1286,22.63,210.10,264.81,292.48
"2024 UK1",,25.97,2.668,0.6027,2.92,211.74,200.33,355.80
"2024 UL1",,26.98,1.356,0.3818,3.19,24.01,292.74,35.65
"2024 UM1",,27.84,1.623,0.4159,9.15,210.75,138.94,16.23
"2024 UP1",,23.81,2.133,0.5430,2.54,97.27,243.12,13.40
"2024 UQ1",,27.75,1.424,0.3385,2.11,212.80,219.83,207.36
"2024 UR1",,23.94,2.244,0.5143,25.62,21.30,340.16,7.59
"2024 US1",,25.15,1.189,0.6526,13.39,26.12,238.76,46.13
"2024 UT1",,27.77,1.058,0.2432,10.20,210.18,84.64,67.42
"2024 UU1",,25.93,1.676,0.6245,1.00,28.51,96.68,153.14
"2024 UV1",,22.11,1.862,0.5302,12.25,345.83,327.24,178.00
"2024 UW1",,26.54,1.948,0.4915,2.45,209.43,146.70,10.82
"2024 UX1",,25.44,1.618,0.3996,2.85,326.37,115.00,339.23
"2024 UY1",,25.35,1.455,0.2637,28.37,209.56,200.15,347.85
"2024 UZ1",,24.78,1.818,0.5352,1.56,184.18,135.55,23.08
"2024 UA2",,22.75,2.34,0.4583,2.36,256.42,165.88,98.61
"2024 UD2",,26.18,1.596,0.4945,1.11,176.40,145.03,25.10
"2024 UE2",,25.16,1.561,0.3836,20.58,26.73,55.46,336.86
"2024 UF2",,24.38,1.709,0.4880,11.44,33.14,65.74,337.35
"2024 UG2",,26.14,1.646,0.3679,21.00,210.38,161.21,7.92
"2024 UH2",,26.91,1.012,0.1740,5.41,209.40,74.58,109.43
"2024 UJ2",,22.86,1.395,0.1553,24.02,39.48,55.59,189.36
"2024 UK2",,27.84,2.552,0.6046,4.29,31.88,349.40,96.83
"2024 UL2",,26.47,1.318,0.2387,7.54,32.14,328.02,275.11
"2024 UM2",,24.94,1.322,0.3438,11.77,211.70,252.70,317.87
"2024 UN2",,26.20,0.9683,0.2214,16.12,33.08,109.14,320.10
"2024 UO2",,27.63,1.539,0.3507,0.21,114.64,299.39,192.28
"2024 UP2",,20.10,1.805,0.3140,38.88,26.62,302.74,183.92
"2024 UQ2",,26.31,1.968,0.6142,0.54,53.26,50.62,342.70
"2024 UR2",,25.44,1.959,0.4456,4.76,13.05,0.84,146.64
"2024 US2",,25.24,1.426,0.3698,7.08,216.48,117.09,28.09
"2024 UT2",,26.94,0.8507,0.3510,4.84,218.10,312.46,25.78
"2024 UU2",,26.23,1.307,0.2972,17.55,32.12,64.41,322.70
"2024 UV2",,26.32,1.877,0.4714,6.68,208.89,152.26,10.34
"2024 UW2",,24.93,0.9615,0.1194,22.82,28.03,211.85,195.22
"2024 UX2",,23.69,1.489,0.3641,19.51,34.40,78.78,169.31
"2024 UZ2",,24.31,0.8271,0.3824,14.38,209.99,4.41,324.54
"2024 UA3",,25.56,2.198,0.5379,3.34,55.99,308.33,9.32
"2024 UB3",,26.62,2.027,0.4545,2.41,352.69,40.75,359.95
"2024 UC3",,25.52,1.558,0.3889,1.71,119.79,320.18,337.97
"2024 UD3",,23.64,1.868,0.5800,4.85,16.23,87.22,339.40
"2024 UE3",,26.74,1.214,0.4659,3.20,45.47,86.93,313.54
"2024 UF3",,23.80,2.379,0.5244,3.06,90.36,323.14,100.40
"2024 UG3",,26.27,2.276,0.5397,2.95,199.76,207.30,357.08
"2024 UH3",,25.63,2.44,0.5732,1.09,0.86,14.74,3.07
"2024 UJ3",,24.33,2.739,0.5950,4.89,212.47,202.77,78.99
"2024 UK3",,23.71,1.745,0.6749,4.89,186.11,100.64,27.70
"2024 UL3",,24.96,1.946,0.5382,4.25,224.56,110.83,15.21
"2024 UM3",,24.92,2.037,0.4711,7.80,212.16,210.05,122.46
"2024 UN3",,26.57,1.424,0.3533,12.20,30.13,305.18,26.92
"2024 UO3",,26.32,1.627,0.3684,18.51,32.49,337.50,10.43
"2024 UP3",,25.72,2.405,0.7473,1.83,173.17,129.05,13.00
"2024 UQ3",,29.48,0.8229,0.2772,7.24,209.92,331.06,27.66
"2024 UT3",,23.57,1.944,0.4937,2.13,170.37,192.18,150.87
"2024 UU3",,24.69,1.405,0.3085,3.04,311.32,143.29,196.76
"2024 UV3",,25.71,1.344,0.2252,23.47,209.23,163.21,10.35
"2024 UW3",,25.79,1.771,0.3894,6.06,35.38,4.48,357.44
"2024 UX3",,24.84,2.57,0.6247,2.13,269.06,166.01,351.12
"2024 UY3",,20.20,2.042,0.6245,6.85,53.19,273.44,148.46
"2024 UZ3",,22.74,1.751,0.3648,24.20,221.55,225.18,142.55
"2024 UA4",,23.46,1.057,0.3133,11.67,230.35,37.35,91.30
"2024 UB4",,20.28,1.219,0.2646,34.22,35.00,189.24,114.51
"2024 UC4",,22.16,1.067,0.3379,12.63,235.78,314.68,219.34
"2024 UE4",,25.47,1.683,0.5119,4.65,231.46,239.19,149.72
"2024 UF4",,27.51,1.806,0.5544,3.90,222.82,234.67,341.53
"2024 UG4",,21.07,2.337,0.5961,34.31,228.93,234.24,86.97
"2024 UH4",,26.93,1.512,0.5641,0.64,314.78,349.74,28.77
"2024 UJ4",,22.97,1.824,0.4445,7.93,61.80,270.97,177.52
"2024 UK4",,28.37,2.745,0.6698,3.18,30.77,318.01,6.54
"2024 UL4",,22.47,2.435,0.5569,20.88,23.58,358.17,102.80
"2024 UM4",,22.52,1.533,0.6280,29.57,219.63,282.97,327.31
"2024 UO4",,30.22,1.329,0.3350,1.29,213.61,237.32,221.53
"2024 UP4",,27.41,1.356,0.3828,9.37,218.46,245.34,210.20
"2024 UQ4",,25.51,1.074,0.0899,38.77,215.48,89.72,77.76
"2024 UR4",,26.62,1.548,0.3516,15.70,25.16,326.64,18.84
"2024 US4",,23.66,1.489,0.3112,12.65,199.89,177.02,219.70
"2024 UT4",,27.60,1.063,0.2646,8.51,29.74,98.20,286.15
"2024 UU4",,26.84,1.353,0.2838,6.08,23.87,61.19,329.87
"2024 UY4",,26.48,1.231,0.2083,8.90,26.30,73.38,315.41
"2024 UZ4",,26.10,1.304,0.3588,3.87,20.21,285.31,45.31
"2024 UA5",,27.17,1.673,0.3759,2.53,22.68,22.90,354.43
"2024 UB5",,28.29,1.029,0.3504,0.52,10.26,276.37,74.63
"2024 UC5",,26.25,1.496,0.3272,1.64,19.27,47.03,193.36
"2024 UD5",,27.48,1.476,0.3514,3.06,16.36,335.16,19.04
"2024 UE5",,23.57,2.855,0.5911,5.02,211.13,215.61,72.23
"2024 UF5",,21.38,1.156,0.5097,31.56,203.67,13.21,101.72
"2024 UG5",,22.78,1.12,0.5728,10.39,223.86,39.02,78.69
"2024 UH5",,26.77,1.112,0.2372,5.16,221.17,257.89,269.06
"2024 UJ5",,25.64,1.021,0.1588,10.37,26.18,240.24,122.18
"2024 UK5",,23.99,0.9287,0.4048,2.20,280.19,252.97,324.26
"2024 UL5",,25.36,1.205,0.2228,7.54,26.06,295.14,51.06
"2024 UM5",,23.11,1.649,0.3897,10.34,217.56,113.69,24.52
"2024 UN5",,24.48,2.497,0.6026,4.44,350.84,2.18,105.85
"2024 UO5",,29.39,0.9168,0.3631,1.50,214.77,303.91,352.56
"2024 UP5",,25.58,1.395,0.2710,9.90,219.42,173.46,233.00
"2024 UQ5",,23.59,1.341,0.2661,7.79,200.69,167.28,262.94
"2024 UR5",,25.13,1.574,0.4189,30.68,210.82,134.48,18.83
"2024 US5",,26.81,1.156,0.1166,14.28,216.90,144.71,24.97
"2024 UT5",,28.39,1.932,0.5825,7.98,216.52,243.75,343.27
"2024 UU5",,25.31,2.497,0.5945,15.28,27.29,330.33,7.81
"2024 UV5",,25.23,0.8901,0.3961,8.30,18.64,162.89,239.64
"2024 UW5",,23.63,2.699,0.5677,2.30,314.90,137.02,72.65
"2024 UZ5",,24.54,2,0.5889,4.37,18.14,83.79,343.57
"2024 UB6",,23.29,2.349,0.5660,6.06,244.90,104.43,117.26
"2024 UC6",,25.19,1.847,0.4914,3.44,241.11,103.48,16.34
"2024 UD6",,27.36,1.187,0.2140,4.88,219.90,236.92,255.20
"2024 UE6",,27.11,1.539,0.4681,18.09,34.44,67.52,334.85
"2024 UF6",,27.04,1.357,0.2660,4.92,35.15,346.34,249.71
"2024 UG6",,26.45,2,0.4947,9.57,36.49,354.98,136.48
"2024 UH6",,26.68,2.33,0.6375,2.72,31.80,308.05,11.36
"2024 UK6",,25.48,2.802,0.6539,3.94,7.21,60.68,354.22
"2024 UL6",,26.03,0.9281,0.1188,9.24,215.87,340.03,273.23
"2024 UM6",,25.97,1.77,0.7585,3.02,25.67,258.95,20.56
"2024 UN6",,24.71,1.911,0.4296,5.88,238.67,144.76,6.86
"2024 UO6",,21.72,1.698,0.4523,28.08,206.94,257.90,135.84
"2024 UP6",,27.06,1.872,0.4540,11.73,32.05,17.42,354.58
"2024 UQ6",,26.85,1.683,0.3721,5.35,221.20,158.91,8.12
"2024 UR6",,27.66,2.115,0.5269,2.41,21.40,354.43,4.69
"2024 US6",,23.52,1.819,0.3829,16.17,224.82,192.25,148.82
"2024 UT6",,22.06,1.852,0.4960,2.80,131.65,344.27,127.29
"2024 UU6",,20.85,1.468,0.2131,35.10,40.31,50.72,192.92
"2024 UV6",,27.04,2.266,0.5520,1.38,243.20,174.69,353.83
"2024 UW6",,26.97,1.206,0.2913,8.33,26.93,81.05,314.07
"2024 UX6",,24.81,1.688,0.5552,4.06,6.25,109.29,334.89
"2024 UY6",,25.88,1.038,0.2053,24.79,216.33,74.75,81.31
"2024 UZ6",,31.16,0.9042,0.1635,0.45,33.38,225.74,207.18
"2024 UA7",,21.34,2.674,0.6010,7.23,326.27,129.16,337.70
"2024 UB7",,22.68,2.373,0.6260,21.87,219.89,225.07,93.72
"2024 UP7",,23.52,2.474,0.5448,7.27,57.19,333.26,98.41
"2024 UR7",,29.98,1.087,0.2467,0.27,350.62,311.26,42.66
"2024 US7",,21.65,2.191,0.8119,4.33,279.98,242.68,96.81
"2024 UT7",,23.68,1.983,0.5015,8.27,44.73,9.26,131.26
"2024 UU7",,27.12,2.043,0.5550,1.39,246.49,191.56,348.69
"2024 UV7",,29.37,0.9321,0.3591,2.62,216.72,57.58,146.19
"2024 UW7",,30.33,1.317,0.5037,0.77,218.54,85.75,288.82
"2024 UZ7",,26.35,2.42,0.5678,1.98,22.19,3.09,2.13
"2024 UB8",,24.30,1.699,0.6663,12.44,30.65,259.30,29.34
"2024 UD8",,28.77,1.686,0.6076,1.50,37.03,274.02,22.90
"2024 UE8",,23.30,1.217,0.0214,15.95,34.66,164.85,127.06
"2024 UF8",,22.50,1.507,0.3390,23.94,32.94,76.93,169.94
"2024 UG8",,26.94,1.385,0.2750,8.79,220.25,227.21,330.01
"2024 UH8",,25.48,1.695,0.3526,15.24,217.12,192.90,354.70
"2024 UJ8",,19.93,2.684,0.5901,13.71,23.32,352.73,88.05
"2024 UK8",,26.15,1.954,0.6917,1.82,346.31,147.50,338.25
"2024 UL8",,26.60,1.173,0.1459,26.87,35.48,36.44,333.21
"2024 UM8",,25.70,1.684,0.3669,4.92,235.81,159.67,174.06
"2024 UN8",,27.23,0.8721,0.1958,1.95,10.04,213.50,276.92
"2024 UO8",,24.34,1.468,0.2256,14.47,221.66,158.46,225.52
"2024 UE9",,24.33,1.398,0.3997,5.46,227.99,88.64,36.66
"2024 UF9",,26.16,1.886,0.6316,4.20,218.84,100.47,164.86
"2024 UG9",,32.61,4.665,0.8312,2.29,217.22,237.12,34.37
"2024 UH9",,25.95,1.78,0.4608,2.35,237.76,120.65,12.88
"2024 UJ9",,26.94,1.149,0.2726,0.37,132.07,187.66,357.94
